cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_14432_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLSTN1
chr1:clu_14433_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLSTN1
chr1:clu_14434_NA	Success	2.65314902027401	2	0.0704290808910323	0.968904086483716	CLSTN1
chr1:clu_14435_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLSTN1
chr1:clu_14436_NA	Success	1.3018392383629	3	0.456845027319609	0.98315381238489	CLSTN1,CTNNBIP1
chr1:clu_14437_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTNNBIP1
chr1:clu_14438_NA	Not enough valid samples	NA	NA	NA	NA	CTNNBIP1
chr1:clu_14439_NA	Success	2.5786799353823	5	0.396979376219946	0.98315381238489	LZIC
chr1:clu_14440_NA	Success	0.752166873828457	1	0.220005746285517	0.98315381238489	LZIC
chr1:clu_14441_NA	Success	1.77607161617743e-05	1	0.995244647394163	0.99991661655458	LZIC
chr1:clu_14442_NA	Not enough valid samples	NA	NA	NA	NA	RP11-84A14.4,NMNAT1
chr1:clu_14443_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NMNAT1
chr1:clu_14444_NA	Success	1.47354617312089	5	0.708142515495134	0.983302550056644	UBE4B
chr1:clu_14445_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE4B
chr1:clu_14446_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE4B
chr1:clu_14447_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE4B
chr1:clu_14448_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE4B
chr1:clu_14449_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE4B
chr1:clu_14450_NA	Success	0.157646590177777	2	0.854151594196694	0.989141973701193	KIF1B
chr1:clu_14451_NA	Not enough valid samples	NA	NA	NA	NA	KIF1B
chr1:clu_14452_NA	Not enough valid samples	NA	NA	NA	NA	KIF1B
chr1:clu_14453_NA	Not enough valid samples	NA	NA	NA	NA	KIF1B
chr1:clu_14454_NA	Not enough valid samples	NA	NA	NA	NA	KIF1B
chr1:clu_14455_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KIF1B
chr1:clu_14456_NA	Success	0.634418420357008	1	0.259985001234968	0.98315381238489	KIF1B
chr1:clu_14457_NA	Success	1.24408274847059	1	0.114705356869141	0.98315381238489	KIF1B,PGD
chr1:clu_14458_NA	Success	0.41293586281563	2	0.661704721344602	0.98315381238489	PGD
chr1:clu_14459_NA	Success	4.15815771844132	5	0.139642968089618	0.98315381238489	APITD1,APITD1-CORT,CORT
chr1:clu_14460_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DFFA
chr1:clu_14461_NA	Success	0.085849027387269	2	0.91773277327643	0.991159333564393	DFFA
chr1:clu_14462_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PEX14
chr1:clu_14463_NA	Success	3.29366267559863	7	0.473072312120974	0.98315381238489	PEX14
chr1:clu_14464_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CASZ1
chr1:clu_14465_NA	Success	0.0891979224389985	1	0.672755465840075	0.98315381238489	CASZ1
chr1:clu_14466_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CASZ1
chr1:clu_14467_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CASZ1
chr1:clu_14468_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CASZ1
chr1:clu_14469_NA	Success	0.434519786423266	3	0.83289210314139	0.989141973701193	TARDBP
chr1:clu_14470_NA	Success	0.0171377177035765	1	0.853122160452448	0.989141973701193	TARDBP
chr1:clu_14471_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TARDBP
chr1:clu_14472_NA	Success	1.17555655256183	1	0.125193585455106	0.98315381238489	SRM
chr1:clu_14473_NA	Success	0.343238832155855	1	0.407365047877181	0.98315381238489	SRM
chr1:clu_14474_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRM
chr1:clu_14475_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRM
chr1:clu_14476_NA	Success	0.273342794260174	1	0.459675132193151	0.98315381238489	EXOSC10
chr1:clu_14477_NA	Success	0.362881005424811	2	0.695669209436103	0.98315381238489	EXOSC10
chr1:clu_14478_NA	Success	0.10932940660723	1	0.64006374097637	0.98315381238489	EXOSC10
chr1:clu_14479_NA	Success	0.411061700356598	1	0.364560064012702	0.98315381238489	EXOSC10
chr1:clu_14480_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXOSC10
chr1:clu_14481_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP4-635E18.6
chr1:clu_14482_NA	Success	0.909977873978505	1	0.177318544283404	0.98315381238489	MTOR
chr1:clu_14483_NA	Success	0.222336663817826	1	0.504875421066389	0.98315381238489	MTOR
chr1:clu_14484_NA	Success	0.362570880915513	1	0.394462479667706	0.98315381238489	MTOR
chr1:clu_14485_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTOR
chr1:clu_14486_NA	Not enough valid samples	NA	NA	NA	NA	MTOR
chr1:clu_14487_NA	Success	0.00527145345012059	1	0.918218012197156	0.991159333564393	MTOR
chr1:clu_14488_NA	Success	0.155803693695646	1	0.576695499206088	0.98315381238489	MTOR
chr1:clu_14489_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTOR
chr1:clu_14490_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTOR
chr1:clu_14491_NA	Success	0.53784559500258	2	0.584005081494484	0.98315381238489	UBIAD1
chr1:clu_14492_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBXO2
chr1:clu_14493_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBXO44
chr1:clu_14494_NA	Not enough valid samples	NA	NA	NA	NA	FBXO44
chr1:clu_14495_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXO44
chr1:clu_14496_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBXO6
chr1:clu_14497_NA	Success	0.0034239049856879	1	0.934049137934923	0.9920837913059	MAD2L2
chr1:clu_14498_NA	Success	1.23765016957393	2	0.290065021352211	0.98315381238489	MAD2L2
chr1:clu_14499_NA	Success	0.144695472803409	1	0.590611091201145	0.98315381238489	MAD2L2
chr1:clu_14500_NA	Success	0.918856306662747	5	0.871113847762562	0.989913147795184	AGTRAP
chr1:clu_14501_NA	Success	0.511390742268532	2	0.599661024688107	0.98315381238489	AGTRAP
chr1:clu_14502_NA	Success	0.0603178515748297	1	0.728346038409976	0.984653379360447	MTHFR
chr1:clu_14503_NA	Success	0.0456399578055482	1	0.762556270577885	0.986897708989432	MTHFR
chr1:clu_14504_NA	Not enough valid samples	NA	NA	NA	NA	MTHFR
chr1:clu_14505_NA	Not enough valid samples	NA	NA	NA	NA	MTHFR
chr1:clu_14506_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTHFR
chr1:clu_14507_NA	Not enough valid samples	NA	NA	NA	NA	CLCN6
chr1:clu_14508_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLCN6
chr1:clu_14509_NA	Not enough valid samples	NA	NA	NA	NA	CLCN6
chr1:clu_14510_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CLCN6
chr1:clu_14511_NA	Success	0.473991778819794	2	0.622512370333027	0.98315381238489	CLCN6
chr1:clu_14512_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLCN6
chr1:clu_14513_NA	Success	0.629283156214456	1	0.26192264262691	0.98315381238489	CLCN6
chr1:clu_14514_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NPPA-AS1
chr1:clu_14515_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NPPA-AS1
chr1:clu_14516_NA	Success	0.521319881016368	2	0.59373636921026	0.98315381238489	KIAA2013
chr1:clu_14517_NA	Success	3.08610524988942	1	0.012977236035911	0.927854875977823	KIAA2013
chr1:clu_14518_NA	Success	0.00790820926209079	1	0.899919259117115	0.990620301184578	PLOD1
chr1:clu_14519_NA	Success	0.0827112958932048	1	0.684212355147802	0.98315381238489	PLOD1
chr1:clu_14520_NA	Success	1.88538368881746	1	0.0521556997852525	0.951697444562115	PLOD1
chr1:clu_14521_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLOD1
chr1:clu_14522_NA	Success	0.461626056638579	2	0.630257976668129	0.98315381238489	PLOD1
chr1:clu_14523_NA	Success	0.334004446636754	2	0.716050598203221	0.984653379360447	PLOD1
chr1:clu_14524_NA	Success	4.67101452381871	10	0.499980381143588	0.98315381238489	MFN2
chr1:clu_14525_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MFN2
chr1:clu_14526_NA	Success	0.689785701883352	1	0.24017416634381	0.98315381238489	MFN2
chr1:clu_14527_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MFN2
chr1:clu_14528_NA	Success	0.0192095175820128	1	0.844604105819522	0.989141973701193	MIIP
chr1:clu_14529_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MIIP
chr1:clu_14530_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	VPS13D
chr1:clu_14531_NA	Not enough valid samples	NA	NA	NA	NA	VPS13D
chr1:clu_14532_NA	Not enough valid samples	NA	NA	NA	NA	VPS13D
chr1:clu_14533_NA	Not enough valid samples	NA	NA	NA	NA	VPS13D
chr1:clu_14534_NA	Success	0.762871216764268	3	0.676341861242548	0.98315381238489	VPS13D
chr1:clu_14535_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS13D
chr1:clu_14536_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS13D
chr1:clu_14537_NA	Success	2.21403284743224	4	0.35116244368339	0.98315381238489	DHRS3
chr1:clu_14538_NA	Success	0.652522689904401	1	0.253293679489176	0.98315381238489	DHRS3
chr1:clu_14539_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PRDM2
chr1:clu_14540_NA	Not enough valid samples	NA	NA	NA	NA	PRDM2
chr1:clu_14541_NA	Success	2.42226171336489	2	0.0887207295098653	0.98315381238489	PRDM2
chr1:clu_14542_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_14543_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_14544_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KAZN
chr1:clu_14545_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM51
chr1:clu_14546_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_14547_NA	Success	1.05157996167017	2	0.349385297421783	0.98315381238489	EFHD2
chr1:clu_14548_NA	Not enough valid samples	NA	NA	NA	NA	CASP9
chr1:clu_14549_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CASP9
chr1:clu_14550_NA	Success	0.326439556931007	2	0.721487982678625	0.984653379360447	DNAJC16
chr1:clu_14551_NA	Success	0.15182680045902	1	0.581600955480425	0.98315381238489	DDI2
chr1:clu_14552_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLEKHM2
chr1:clu_14553_NA	Success	0.355848339610588	2	0.700578862241758	0.98315381238489	PLEKHM2
chr1:clu_14554_NA	Success	0.119233891734098	1	0.625314958977835	0.98315381238489	PLEKHM2
chr1:clu_14555_NA	Success	2.3945982613453	1	0.0286387828867736	0.933305443065259	PLEKHM2
chr1:clu_14556_NA	Success	0.128017973311728	1	0.612856686692347	0.98315381238489	PLEKHM2
chr1:clu_14557_NA	<=1 sample with coverage>0	NA	NA	NA	NA	FBLIM1
chr1:clu_14558_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBLIM1
chr1:clu_14559_NA	<=1 sample with coverage>0	NA	NA	NA	NA	FBLIM1
chr1:clu_14560_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBLIM1
chr1:clu_14561_NA	Not enough valid samples	NA	NA	NA	NA	SPEN
chr1:clu_14562_NA	Success	0.0769972949318003	2	0.925892358205082	0.991159333564393	SPEN
chr1:clu_14563_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZBTB17
chr1:clu_14564_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPHA2
chr1:clu_14565_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPHA2
chr1:clu_14566_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EPHA2
chr1:clu_14567_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGEF19
chr1:clu_14568_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RSG1,ANO7P1
chr1:clu_14569_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RSG1
chr1:clu_14570_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXO42
chr1:clu_14571_NA	Not enough valid samples	NA	NA	NA	NA	FBXO42
chr1:clu_14572_NA	Success	2.22340539721949	2	0.108239880708774	0.98315381238489	FBXO42
chr1:clu_14573_NA	Not enough valid samples	NA	NA	NA	NA	FBXO42
chr1:clu_14574_NA	Success	4.23437192257143	5	0.132224506810809	0.98315381238489	SZRD1
chr1:clu_14575_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SZRD1
chr1:clu_14576_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NECAP2
chr1:clu_14577_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NECAP2
chr1:clu_14578_NA	Success	0.0457570036584229	1	0.762261160724804	0.986897708989432	NECAP2
chr1:clu_14579_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CROCCP3
chr1:clu_14580_NA	Not enough valid samples	NA	NA	NA	NA	NBPF1
chr1:clu_14581_NA	Success	1.08736726600512	5	0.824476919352953	0.989141973701193	NBPF1
chr1:clu_14582_NA	Success	2.06081816442907	4	0.389794379788062	0.98315381238489	NBPF1
chr1:clu_14583_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_14584_NA	Success	0.454064768162056	3	0.823465534741784	0.989141973701193	NBPF1,CROCCP2
chr1:clu_14585_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CROCCP2
chr1:clu_14586_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CROCCP2
chr1:clu_14587_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CROCCP2
chr1:clu_14588_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_14589_NA	<=1 sample with coverage>0	NA	NA	NA	NA	ESPNP
chr1:clu_14590_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CROCC
chr1:clu_14591_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CROCC
chr1:clu_14592_NA	<=1 sample with coverage>0	NA	NA	NA	NA	MFAP2
chr1:clu_14593_NA	<=1 sample with coverage>0	NA	NA	NA	NA	MFAP2
chr1:clu_14594_NA	<=1 sample with coverage>0	NA	NA	NA	NA	MFAP2
chr1:clu_14595_NA	Success	2.2757425863372	2	0.102720601191441	0.98315381238489	ATP13A2
chr1:clu_14596_NA	Success	0.393464559832751	2	0.674715229173722	0.98315381238489	ATP13A2
chr1:clu_14597_NA	Not enough valid samples	NA	NA	NA	NA	ATP13A2
chr1:clu_14598_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATP13A2
chr1:clu_14599_NA	Success	0.108058578025862	1	0.642014511655302	0.98315381238489	ATP13A2
chr1:clu_14600_NA	Not enough valid samples	NA	NA	NA	NA	ATP13A2
chr1:clu_14601_NA	Not enough valid samples	NA	NA	NA	NA	ATP13A2
chr1:clu_14602_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SDHB
chr1:clu_14603_NA	Success	2.03777752044982	1	0.0435079698447907	0.933305443065259	SDHB
chr1:clu_14604_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PADI2
chr1:clu_14605_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PADI2
chr1:clu_14606_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RCC2
chr1:clu_14607_NA	Success	6.52107924531936	3	0.00454631662652567	0.927854875977823	RCC2
chr1:clu_14608_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGEF10L
chr1:clu_14609_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGEF10L
chr1:clu_14610_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGEF10L
chr1:clu_14611_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGEF10L
chr1:clu_14612_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGEF10L
chr1:clu_14613_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP13-279N23.2,ALDH4A1
chr1:clu_14614_NA	Not enough valid samples	NA	NA	NA	NA	RP13-279N23.2
chr1:clu_14615_NA	Not enough valid samples	NA	NA	NA	NA	RP13-279N23.2,ALDH4A1
chr1:clu_14616_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP13-279N23.2
chr1:clu_14617_NA	Not enough valid samples	NA	NA	NA	NA	RP13-279N23.2
chr1:clu_14618_NA	Not enough valid samples	NA	NA	NA	NA	RP13-279N23.2
chr1:clu_14619_NA	Success	0.567597172703	1	0.28667008149808	0.98315381238489	UBR4
chr1:clu_14620_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_14621_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_14622_NA	Success	0.705453040546558	1	0.234906036864306	0.98315381238489	UBR4
chr1:clu_14623_NA	Success	0.0870447885258727	1	0.676502555120544	0.98315381238489	UBR4
chr1:clu_14624_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_14625_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_14626_NA	Success	0.443413399738546	3	0.828605585832268	0.989141973701193	UBR4
chr1:clu_14627_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_14628_NA	Success	0.00741969428132094	1	0.903043927173737	0.990620301184578	UBR4
chr1:clu_14629_NA	Success	0.0423106591469917	2	0.958571945169417	0.994014372578649	UBR4
chr1:clu_14630_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_14631_NA	Success	0.832902298269374	1	0.196821417774378	0.98315381238489	UBR4
chr1:clu_14632_NA	Success	1.00254468377502	1	0.156772054825947	0.98315381238489	UBR4
chr1:clu_14633_NA	Not enough valid samples	NA	NA	NA	NA	EMC1
chr1:clu_14634_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EMC1
chr1:clu_14635_NA	Success	0.332927881105405	1	0.414500219047093	0.98315381238489	EMC1
chr1:clu_14636_NA	Success	0.00677721662188446	1	0.907316905289241	0.990852215969193	EMC1
chr1:clu_14637_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EMC1
chr1:clu_14638_NA	Not enough valid samples	NA	NA	NA	NA	EMC1
chr1:clu_14639_NA	Success	0.0256031210391257	1	0.820977459946121	0.989141973701193	EMC1
chr1:clu_14640_NA	Success	0.0974399055786535	1	0.658885850705243	0.98315381238489	MRTO4
chr1:clu_14641_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AKR7A3
chr1:clu_14642_NA	Not enough valid samples	NA	NA	NA	NA	AKR7A2
chr1:clu_14643_NA	Success	0.377903156695879	2	0.685296863865003	0.98315381238489	AKR7A2
chr1:clu_14644_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PQLC2
chr1:clu_14645_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PQLC2
chr1:clu_14646_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CAPZB
chr1:clu_14647_NA	Success	0.260497177131498	1	0.47041782674553	0.98315381238489	CAPZB
chr1:clu_14648_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CAPZB
chr1:clu_14649_NA	Success	3.39252067735401	7	0.45159936022338	0.98315381238489	MINOS1,MINOS1-NBL1
chr1:clu_14650_NA	Not enough valid samples	NA	NA	NA	NA	TMCO4
chr1:clu_14651_NA	Success	0.0200640218736794	1	0.841230436298256	0.989141973701193	TMCO4
chr1:clu_14652_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMCO4
chr1:clu_14653_NA	Not enough valid samples	NA	NA	NA	NA	TMCO4
chr1:clu_14654_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OTUD3
chr1:clu_14655_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OTUD3
chr1:clu_14656_NA	Not enough valid samples	NA	NA	NA	NA	PLA2G2A
chr1:clu_14657_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLA2G2A
chr1:clu_14658_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PLA2G5
chr1:clu_14659_NA	<=1 sample with coverage>0	NA	NA	NA	NA	PLA2G5
chr1:clu_14660_NA	Success	0.311822085067035	2	0.732111770258496	0.984653379360447	CAMK2N1
chr1:clu_14661_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MUL1
chr1:clu_14662_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CDA
chr1:clu_14663_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DDOST
chr1:clu_14664_NA	Success	0.504512241352451	1	0.315136656220749	0.98315381238489	HP1BP3
chr1:clu_14665_NA	Success	0.183817000471379	1	0.544296773324861	0.98315381238489	HP1BP3
chr1:clu_14666_NA	Not enough valid samples	NA	NA	NA	NA	HP1BP3
chr1:clu_14667_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HP1BP3
chr1:clu_14668_NA	Success	0.759681497943461	6	0.958197982025227	0.994014372578649	HP1BP3
chr1:clu_14669_NA	Success	0.0993822231505703	1	0.655720003102052	0.98315381238489	EIF4G3
chr1:clu_14670_NA	Success	0.0780476511227484	1	0.692777221267888	0.98315381238489	EIF4G3
chr1:clu_14671_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EIF4G3
chr1:clu_14672_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EIF4G3
chr1:clu_14673_NA	Success	0.643306275114696	2	0.52555192908636	0.98315381238489	EIF4G3
chr1:clu_14674_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EIF4G3
chr1:clu_14675_NA	Success	1.63566128970047	5	0.658234961150275	0.98315381238489	EIF4G3
chr1:clu_14676_NA	Success	5.08027642622801	10	0.426522237789739	0.98315381238489	EIF4G3
chr1:clu_14677_NA	Not enough valid samples	NA	NA	NA	NA	EIF4G3
chr1:clu_14678_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EIF4G3
chr1:clu_14679_NA	Not enough valid samples	NA	NA	NA	NA	ECE1
chr1:clu_14680_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ECE1
chr1:clu_14681_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NBPF3
chr1:clu_14682_NA	Not enough valid samples	NA	NA	NA	NA	RAP1GAP
chr1:clu_14683_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RAP1GAP
chr1:clu_14684_NA	Not enough valid samples	NA	NA	NA	NA	RAP1GAP
chr1:clu_14685_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RAP1GAP
chr1:clu_14686_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RAP1GAP
chr1:clu_14687_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RAP1GAP
chr1:clu_14688_NA	Success	0.747823125932854	2	0.473395955273193	0.98315381238489	USP48
chr1:clu_14689_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP48
chr1:clu_14690_NA	Not enough valid samples	NA	NA	NA	NA	USP48
chr1:clu_14691_NA	Success	0.0937478399751228	1	0.665009166084108	0.98315381238489	USP48
chr1:clu_14692_NA	Success	0.913533909632307	2	0.40110425030828	0.98315381238489	USP48
chr1:clu_14693_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	USP48
chr1:clu_14694_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	USP48
chr1:clu_14695_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HSPG2
chr1:clu_14696_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HSPG2
chr1:clu_14697_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HSPG2
chr1:clu_14698_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HSPG2
chr1:clu_14699_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HSPG2
chr1:clu_14700_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HSPG2
chr1:clu_14701_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LINC00339
chr1:clu_14702_NA	Success	3.64549979901773	3	0.0631788764533733	0.962396177978357	CDC42
